"archive","folder","page","period","year","month","quarter","area","region","province","district","station","direction","transport","good","description","origin","quantity","unit"
"praad","adm64/5/1","31-32","month",1910,"11","","district","northern territories","","salaga","","import to northern territories","","chain","","",1,"packets"
"praad","adm64/5/1","31-32","month",1910,"11","","district","northern territories","","salaga","","import to northern territories","","blue","","",6,"packets"
"praad","adm64/5/1","31-32","month",1910,"11","","district","northern territories","","salaga","","import to northern territories","","knives","","",5,"packets"
"praad","adm64/5/1","31-32","month",1910,"11","","district","northern territories","","salaga","","import to northern territories","","kerosene","","",3,"gallons"
"praad","adm64/5/1","31-32","month",1910,"11","","district","northern territories","","salaga","","import to northern territories","","velvet","","",1,"pieces"
"praad","adm64/5/1","31-32","month",1910,"11","","district","northern territories","","salaga","","import to northern territories","","red yarns","","",14,"bundles"
"praad","adm64/5/1","31-32","month",1910,"11","","district","northern territories","","salaga","","import to northern territories","","cigarettes","","",1,"tins"
"praad","adm64/5/1","31-32","month",1910,"11","","district","northern territories","","salaga","","import to northern territories","","perfume","","",9,"boxes"
"praad","adm64/5/1","31-32","month",1910,"11","","district","northern territories","","salaga","","import to northern territories","","soap","","",20,"bars"
"praad","adm64/5/1","31-32","month",1910,"11","","district","northern territories","","salaga","","import to northern territories","","shirting","","",4,"pieces"
"praad","adm64/5/1","31-32","month",1910,"11","","district","northern territories","","salaga","","import to northern territories","","tea leaf","","",1,"tins"
"praad","adm64/5/1","31-32","month",1910,"11","","district","northern territories","","salaga","","import to northern territories","","khaki","","",2,"pieces"
"praad","adm64/5/1","31-32","month",1910,"11","","district","northern territories","","salaga","","import to northern territories","","sugar","","",1,""
"praad","adm64/5/1","27-28","month",1910,"12","","district","northern territories","","salaga","","from right to left bank","land","kola","","",2245,"loads"
"praad","adm64/5/1","27-28","month",1910,"12","","district","northern territories","","salaga","","from right to left bank","land","salt","","",118,"bags"
"praad","adm64/5/1","27-28","month",1910,"12","","district","northern territories","","salaga","","from right to left bank","land","donkeys","","",249,""
"praad","adm64/5/1","27-28","month",1910,"12","","district","northern territories","","salaga","","from right to left bank","land","donkeys","","",3,""
"praad","adm64/5/1","27-28","month",1910,"12","","district","northern territories","","salaga","","from right to left bank","land","cloth","","",85,"loads"
"praad","adm64/5/1","27-28","month",1910,"12","","district","northern territories","","salaga","","from right to left bank","land","wires","copper","",9,"loads"
"praad","adm64/5/1","27-28","month",1910,"12","","district","northern territories","","salaga","","from right to left bank","land","beads","","",2,"loads"
"praad","adm64/5/1","27-28","month",1910,"12","","district","northern territories","","salaga","","from right to left bank","land","matches","","",2,"loads"
"praad","adm64/5/1","27-28","month",1910,"12","","district","northern territories","","salaga","","from right to left bank","land","sugar","","",1,"cases"
"praad","adm64/5/1","27-28","month",1910,"12","","district","northern territories","","salaga","","from left to right bank","land","cattle","","",1464,""
"praad","adm64/5/1","27-28","month",1910,"12","","district","northern territories","","salaga","","from left to right bank","land","goats|sheep","","",2945,""
"praad","adm64/5/1","27-28","month",1910,"12","","district","northern territories","","salaga","","from left to right bank","land","horses","","",9,""
"praad","adm64/5/1","27-28","month",1910,"12","","district","northern territories","","salaga","","from left to right bank","land","donkeys","","",268,""
"praad","adm64/5/1","27-28","month",1910,"12","","district","northern territories","","salaga","","from left to right bank","land","donkeys","","",274,""
"praad","adm64/5/1","27-28","month",1910,"12","","district","northern territories","","salaga","","from left to right bank","land","mats","","",38,"loads"
"praad","adm64/5/1","27-28","month",1910,"12","","district","northern territories","","salaga","","from left to right bank","land","native soap","","",51,"loads"
"praad","adm64/5/1","27-28","month",1910,"12","","district","northern territories","","salaga","","from left to right bank","land","skins","","",34,"loads"
"praad","adm64/5/1","27-28","month",1910,"12","","district","northern territories","","salaga","","from left to right bank","land","fish","","",112,"loads"
"praad","adm64/5/1","27-28","month",1910,"12","","district","northern territories","","salaga","","from left to right bank","land","cloth","","",6,"loads"
"praad","adm64/5/1","27-28","month",1910,"12","","district","northern territories","","salaga","","from left to right bank","land","shea butter","","",331,"loads"
"praad","adm64/5/1","27-28","month",1910,"12","","district","northern territories","","salaga","","from left to right bank","land","fowls","","",306,""
"praad","adm64/5/1","27-28","month",1910,"12","","district","northern territories","","salaga","","from left to right bank","land","hausa blankets","","",1,"loads"
"praad","adm64/5/1","27-28","month",1910,"12","","district","northern territories","","salaga","","from left to right bank","land","groundnuts","","",9,"loads"
"praad","adm64/5/1","27-28","month",1910,"12","","district","northern territories","","salaga","","from left to right bank","land","hausa beads","","",2,""
"praad","adm64/5/1","27-28","month",1910,"12","","district","northern territories","","salaga","","leaving from nt","water","shea butter","","",276,"loaves"
"praad","adm64/5/1","27-28","month",1910,"12","","district","northern territories","","salaga","","leaving from nt","water","corn","","",1,"bags|loads"
"praad","adm64/5/1","27-28","month",1910,"12","","district","northern territories","","salaga","","leaving from nt","water","mats","","",3,"bales|loads"
"praad","adm64/5/1","27-28","month",1910,"12","","district","northern territories","","salaga","","leaving from nt","water","goats|sheep","","",7,""
"praad","adm64/5/1","27-28","month",1910,"12","","district","northern territories","","salaga","","leaving from nt","water","fowls","","",44,""
"praad","adm64/5/1","27-28","month",1910,"12","","district","northern territories","","salaga","","leaving from nt","water","cassava","dried","",3,"bags"
"praad","adm64/5/1","27-28","month",1910,"12","","district","northern territories","","salaga","","leaving from nt","water","kola","","",1,"loads"
"praad","adm64/5/1","27-28","month",1910,"12","","district","northern territories","","salaga","","leaving from nt","water","wheat","","",6,"bags"
"praad","adm64/5/1","27-28","month",1910,"12","","district","northern territories","","salaga","","leaving from nt","water","guns","","",2,""
"praad","adm64/5/1","27-28","month",1910,"12","","district","northern territories","","salaga","","leaving from nt","water","rice","","",1,"bags"
"praad","adm64/5/1","27-28","month",1910,"12","","district","northern territories","","salaga","","leaving from nt","water","groundnuts","","",5,"bags"
"praad","adm64/5/1","27-28","month",1910,"12","","district","northern territories","","salaga","","leaving from nt","water","tusk","","",16,"ivory"
"praad","adm64/5/1","27-28","month",1910,"12","","district","northern territories","","salaga","","coming into nt","water","salt","landed","",85,"bags"
"praad","adm64/5/1","27-28","month",1910,"12","","district","northern territories","","salaga","","coming into nt","water","bags sold locally","","",85,""
"praad","adm64/5/1","27-28","month",1910,"12","","district","northern territories","","salaga","","coming into nt","water","bags used in refilling","","",3,""
"praad","adm64/5/1","27-28","month",1910,"12","","district","northern territories","","salaga","","from right to left bank","land","personal effects","","",104,""
"praad","adm64/5/1","27-28","month",1910,"12","","district","northern territories","","salaga","","from left to right bank","land","personal effects","","",368,""
"praad","adm64/5/1","27-28","month",1910,"12","","district","northern territories","","salaga","","leaving from nt","water","personal effects","","",24,""
"praad","adm64/5/1","29-30","month",1910,"12","","district","northern territories","","salaga","","coming into nt","water","soap","","european",15,"cases"
"praad","adm64/5/1","29-30","month",1910,"12","","district","northern territories","","salaga","","coming into nt","water","sugar","","european",1,"cases"
"praad","adm64/5/1","29-30","month",1910,"12","","district","northern territories","","salaga","","coming into nt","water","drinkables","","european",21,"cases"
"praad","adm64/5/1","29-30","month",1910,"12","","district","northern territories","","salaga","","coming into nt","water","cotton goods","","european",39,"cases|loads"
"praad","adm64/5/1","29-30","month",1910,"12","","district","northern territories","","salaga","","coming into nt","water","kerosene","","european",22,"tins"
"praad","adm64/5/1","29-30","month",1910,"12","","district","northern territories","","salaga","","coming into nt","water","tobacco","","european",3,"bundles|loads"
"praad","adm64/5/1","29-30","month",1910,"12","","district","northern territories","","salaga","","coming into nt","water","twine","","european",4,"bales|loads"
"praad","adm64/5/1","29-30","month",1910,"12","","district","northern territories","","salaga","","coming into nt","water","sundries","","european",95,""
"praad","adm64/5/1","29-30","month",1910,"12","","district","northern territories","","salaga","","coming into nt","water","personal effects","","european",5,""
"praad","adm64/5/1","29-30","month",1910,"12","","district","northern territories","","salaga","","coming into nt","water","provisions","","european",1,"cases"
"praad","adm64/5/1","29-30","month",1910,"12","","district","northern territories","","salaga","","coming into nt","water","iron sheets","","european",8,"bales"
"praad","adm64/5/1","29-30","month",1910,"12","","district","northern territories","","salaga","","coming into nt","water","hoes","","european",6,""
"praad","adm64/5/1","29-30","month",1910,"12","","district","northern territories","","salaga","","coming into nt","water","enamel plates and basins","","european",12,"dozens"
"praad","adm64/5/1","29-30","month",1910,"12","","district","northern territories","","salaga","","coming into nt","water","nails","","european",1,"cases"
"praad","adm64/5/1","29-30","month",1910,"12","","district","northern territories","","salaga","","coming into nt","water","coal tar","","european",2,"tins"
"praad","adm64/5/1","29-30","month",1910,"12","","district","northern territories","","salaga","","coming into nt","water","stationary","","european",1,"bales"
"praad","adm64/5/1","29-30","month",1910,"12","","district","northern territories","","salaga","","coming into nt","water","rods","copper","european",22,"loads"
"praad","adm64/5/1","31-32","month",1910,"12","","district","northern territories","","salaga","","import to northern territories","","prints","","",297,"pieces"
"praad","adm64/5/1","31-32","month",1910,"12","","district","northern territories","","salaga","","import to northern territories","","beads","","",145,"packets"
"praad","adm64/5/1","31-32","month",1910,"12","","district","northern territories","","salaga","","import to northern territories","","woolen yarn","","",51,"packets"
"praad","adm64/5/1","31-32","month",1910,"12","","district","northern territories","","salaga","","import to northern territories","","matches","","",48,"cases|packets"
"praad","adm64/5/1","31-32","month",1910,"12","","district","northern territories","","salaga","","import to northern territories","","plates","enamelware","",14,"dozens"
"praad","adm64/5/1","31-32","month",1910,"12","","district","northern territories","","salaga","","import to northern territories","","yarn","","",51,"bundles|packets"
"praad","adm64/5/1","31-32","month",1910,"12","","district","northern territories","","salaga","","import to northern territories","","mirrors","","",33,"packets"
"praad","adm64/5/1","31-32","month",1910,"12","","district","northern territories","","salaga","","import to northern territories","","cutlasses|matchets","","",1,""
"praad","adm64/5/1","31-32","month",1910,"12","","district","northern territories","","salaga","","import to northern territories","","baft","gray","",7,"pieces"
"praad","adm64/5/1","31-32","month",1910,"12","","district","northern territories","","salaga","","import to northern territories","","hoes","","",354,""
"praad","adm64/5/1","31-32","month",1910,"12","","district","northern territories","","salaga","","import to northern territories","","country cloth","","",5,""
"praad","adm64/5/1","31-32","month",1910,"12","","district","northern territories","","salaga","","import to northern territories","","tobacco","","",150,""
"praad","adm64/5/1","31-32","month",1910,"12","","district","northern territories","","salaga","","import to northern territories","","towels","","",2,"dozens"
"praad","adm64/5/1","31-32","month",1910,"12","","district","northern territories","","salaga","","import to northern territories","","blankets","","",2,""
"praad","adm64/5/1","31-32","month",1910,"12","","district","northern territories","","salaga","","import to northern territories","","pipes","clay","",2,"cases"
"praad","adm64/5/1","31-32","month",1910,"12","","district","northern territories","","salaga","","import to northern territories","","rubber bangles","","",3,"packets"
"praad","adm64/5/1","31-32","month",1910,"12","","district","northern territories","","salaga","","import to northern territories","","handkerchiefs","","",56,""
"praad","adm64/5/1","31-32","month",1910,"12","","district","northern territories","","salaga","","import to northern territories","","knives","","",2,"packets"
"praad","adm64/5/1","31-32","month",1910,"12","","district","northern territories","","salaga","","import to northern territories","","wooden pipes","","",6,"packets"
"praad","adm64/5/1","31-32","month",1910,"12","","district","northern territories","","salaga","","import to northern territories","","red yarns","","",60,"bundles"
"praad","adm64/5/1","31-32","month",1910,"12","","district","northern territories","","salaga","","import to northern territories","","hooks","","",4,"packets"
"praad","adm64/5/1","31-32","month",1910,"12","","district","northern territories","","salaga","","import to northern territories","","cigarettes","","",1,"tins"
"praad","adm64/5/1","31-32","month",1910,"12","","district","northern territories","","salaga","","import to northern territories","","rods","brass|copper","",515,""
"praad","adm64/5/1","31-32","month",1910,"12","","district","northern territories","","salaga","","import to northern territories","","perfume","","",210,"boxes"
"praad","adm64/5/1","31-32","month",1910,"12","","district","northern territories","","salaga","","import to northern territories","","plates","","",60,""
"praad","adm64/5/1","31-32","month",1910,"12","","district","northern territories","","salaga","","import to northern territories","","shirting","","",1,"pieces"
"praad","adm64/5/1","31-32","month",1910,"12","","district","northern territories","","salaga","","import to northern territories","","silk handkerchiefs","","",2,""
"praad","adm64/5/1","31-32","month",1910,"12","","district","northern territories","","salaga","","import to northern territories","","bracelets","","",8,"dozens"
"praad","adm64/5/1","31-32","month",1910,"12","","district","northern territories","","salaga","","import to northern territories","","soap","","",1,"cases"
"praad","adm64/5/1","31-32","month",1910,"12","","district","northern territories","","salaga","","import to northern territories","","handkerchiefs","","",120,""
"praad","adm64/5/1","31-32","month",1910,"12","","district","northern territories","","salaga","","import to northern territories","","slippers","","",6,"pairs"
"praad","adm64/5/1","31-32","month",1910,"12","","district","northern territories","","salaga","","import to northern territories","","wooden boxes","","",1,""
"praad","adm64/5/1","31-32","month",1910,"12","","district","northern territories","","salaga","","import to northern territories","","lime juice","","",2,"boxes"
"praad","adm64/5/1","33-34","month",1911,"1","","district","northern territories","","salaga","","from right to left bank","land","kola","","",1737,"loads"
"praad","adm64/5/1","33-34","month",1911,"1","","district","northern territories","","salaga","","from right to left bank","land","salt","","",293,"bags"
"praad","adm64/5/1","33-34","month",1911,"1","","district","northern territories","","salaga","","from right to left bank","land","donkeys","with loads","",182,""
"praad","adm64/5/1","33-34","month",1911,"1","","district","northern territories","","salaga","","from right to left bank","land","horses","","",1,""
"praad","adm64/5/1","33-34","month",1911,"1","","district","northern territories","","salaga","","from right to left bank","land","other","","",195,"loads"
"praad","adm64/5/1","33-34","month",1911,"1","","district","northern territories","","salaga","","from left to right bank","land","cattle","","",622,""
"praad","adm64/5/1","33-34","month",1911,"1","","district","northern territories","","salaga","","from left to right bank","land","goats|sheep","","",1740,""
"praad","adm64/5/1","33-34","month",1911,"1","","district","northern territories","","salaga","","from left to right bank","land","donkeys","with loads","",57,""
"praad","adm64/5/1","33-34","month",1911,"1","","district","northern territories","","salaga","","from left to right bank","land","other","","",314,"loads"
"praad","adm64/5/1","33-34","month",1911,"1","","district","northern territories","","salaga","","leaving from nt","water","shea butter","","",297,"loaves"
"praad","adm64/5/1","33-34","month",1911,"1","","district","northern territories","","salaga","","leaving from nt","water","corn","","",2,"loads"
"praad","adm64/5/1","33-34","month",1911,"1","","district","northern territories","","salaga","","leaving from nt","water","mats","","",5,"loads"
"praad","adm64/5/1","33-34","month",1911,"1","","district","northern territories","","salaga","","leaving from nt","water","goats|sheep","","",5,""
"praad","adm64/5/1","33-34","month",1911,"1","","district","northern territories","","salaga","","leaving from nt","water","poultry","","",10,"loads"
"praad","adm64/5/1","33-34","month",1911,"1","","district","northern territories","","salaga","","leaving from nt","water","personal effects","","",28,"loads"
"praad","adm64/5/1","33-34","month",1911,"1","","district","northern territories","","salaga","","leaving from nt","water","cassava","dried","",2,"bags"
"praad","adm64/5/1","33-34","month",1911,"1","","district","northern territories","","salaga","","leaving from nt","water","kola","","",9,"loads"
"praad","adm64/5/1","33-34","month",1911,"1","","district","northern territories","","salaga","","leaving from nt","water","wheat","","",4,"bags"
"praad","adm64/5/1","33-34","month",1911,"1","","district","northern territories","","salaga","","leaving from nt","water","sundries","","",149,""
"praad","adm64/5/1","33-34","month",1911,"1","","district","northern territories","","salaga","","leaving from nt","water","guns","","",1,""
"praad","adm64/5/1","33-34","month",1911,"1","","district","northern territories","","salaga","","leaving from nt","water","beads","","",1,"loads"
"praad","adm64/5/1","33-34","month",1911,"1","","district","northern territories","","salaga","","coming into nt","water","salt","landed","",1191,"bags"
"praad","adm64/5/1","33-34","month",1911,"1","","district","northern territories","","salaga","","coming into nt","water","bags shipped up river","","",939,"bags"
"praad","adm64/5/1","33-34","month",1911,"1","","district","northern territories","","salaga","","coming into nt","water","bags sold locally","","",252,"bags"
"praad","adm64/5/1","35-36","month",1911,"1","","district","northern territories","","salaga","","coming into nt","water","soap","","european",5,"cases"
"praad","adm64/5/1","35-36","month",1911,"1","","district","northern territories","","salaga","","coming into nt","water","sugar","","european",7,"cases"
"praad","adm64/5/1","35-36","month",1911,"1","","district","northern territories","","salaga","","coming into nt","water","drinkables","","european",16,"cases|loads"
"praad","adm64/5/1","35-36","month",1911,"1","","district","northern territories","","salaga","","coming into nt","water","cotton goods","","european",38,"loads"
"praad","adm64/5/1","35-36","month",1911,"1","","district","northern territories","","salaga","","coming into nt","water","kerosene","","european",12,"tins"
"praad","adm64/5/1","35-36","month",1911,"1","","district","northern territories","","salaga","","coming into nt","water","tobacco","","european",13,"bales|parcels"
"praad","adm64/5/1","35-36","month",1911,"1","","district","northern territories","","salaga","","coming into nt","water","personal effects","","european",29,""
"praad","adm64/5/1","35-36","month",1911,"1","","district","northern territories","","salaga","","coming into nt","water","twine","","european",35,"bales|parcels"
"praad","adm64/5/1","35-36","month",1911,"1","","district","northern territories","","salaga","","coming into nt","water","sundries","","european",628,""
"praad","adm64/5/1","35-36","month",1911,"1","","district","northern territories","","salaga","","coming into nt","water","matches","","european",5,"bales|loads"
"praad","adm64/5/1","35-36","month",1911,"1","","district","northern territories","","salaga","","coming into nt","water","enamel plates and basins","","european",10,"dozens"
"praad","adm64/5/1","35-36","month",1911,"1","","district","northern territories","","salaga","","coming into nt","water","beads","","european",2,"loads"
"praad","adm64/5/1","35-36","month",1911,"1","","district","northern territories","","salaga","","coming into nt","water","provisions","","european",17,"cases|loads"
"praad","adm64/5/1","35-36","month",1911,"1","","district","northern territories","","salaga","","coming into nt","water","hoes|steel iron","","european",1,"loads"
"praad","adm64/5/1","35-36","month",1911,"1","","district","northern territories","","salaga","","coming into nt","water","cash jar","","european",2,"tins"
"praad","adm64/5/1","35-36","month",1911,"1","","district","northern territories","","salaga","","coming into nt","water","rods","copper","european",138,"loads"
"praad","adm64/5/1","35-36","month",1911,"1","","district","northern territories","","salaga","","coming into nt","water","rice","","european",1,"bags"
"praad","adm64/5/1","35-36","month",1911,"1","","district","northern territories","","salaga","","coming into nt","water","cigarettes","","european",4,"bags"
"praad","adm64/5/1","35-36","month",1911,"1","","district","northern territories","","salaga","","coming into nt","water","machines","","european",1,""
"praad","adm64/5/1","35-36","month",1911,"1","","district","northern territories","","salaga","","coming into nt","water","flour","","european",3,"tins"
"praad","adm64/5/1","35-36","month",1911,"1","","district","northern territories","","salaga","","coming into nt","water","guns|gunpowder","","european",2,""
"praad","adm64/5/1","39-40","month",1911,"1","","station","northern territories","","salaga","dakar","export","","goats","","",3,""
"praad","adm64/5/1","39-40","month",1911,"1","","station","northern territories","","salaga","dakar","export","","personal effects","","",60,""
"praad","adm64/5/1","39-40","month",1911,"1","","station","northern territories","","salaga","dakar","export","","mats","","",13,""
"praad","adm64/5/1","39-40","month",1911,"1","","station","northern territories","","salaga","dakar","export","","fish","","",11,"bundles"
"praad","adm64/5/1","39-40","month",1911,"1","","station","northern territories","","salaga","dakar","export","","yams","","",1,"loads"
"praad","adm64/5/1","39-40","month",1911,"1","","station","northern territories","","salaga","dakar","export","","fowls","","",10,""
"praad","adm64/5/1","39-40","month",1911,"1","","station","northern territories","","salaga","grubi","from left to right bank","","horses","","",2,""
"praad","adm64/5/1","39-40","month",1911,"1","","station","northern territories","","salaga","grubi","from left to right bank","","cattle","","",220,""
"praad","adm64/5/1","39-40","month",1911,"1","","station","northern territories","","salaga","grubi","from left to right bank","","sheep","","",94,""
"praad","adm64/5/1","39-40","month",1911,"1","","station","northern territories","","salaga","grubi","from left to right bank","","goats","","",12,""
"praad","adm64/5/1","39-40","month",1911,"1","","station","northern territories","","salaga","grubi","from left to right bank","","donkeys","","",7,""
"praad","adm64/5/1","39-40","month",1911,"1","","station","northern territories","","salaga","grubi","from left to right bank","","personal effects","","",79,""
"praad","adm64/5/1","39-40","month",1911,"1","","station","northern territories","","salaga","grubi","from left to right bank","","shea butter","","",1,""
"praad","adm64/5/1","39-40","month",1911,"1","","station","northern territories","","salaga","grubi","from left to right bank","","yams","","",6,"loads"
"praad","adm64/5/1","33-34","month",1911,"2","","district","northern territories","","salaga","","from right to left bank","land","kola","","",5,"loads"
"praad","adm64/5/1","33-34","month",1911,"2","","district","northern territories","","salaga","","from right to left bank","land","salt","","",327,"bags"
"praad","adm64/5/1","33-34","month",1911,"2","","district","northern territories","","salaga","","from right to left bank","land","other","","",127,"loads"
"praad","adm64/5/1","33-34","month",1911,"2","","district","northern territories","","salaga","","from right to left bank","land","goats|sheep","","",1,""
"praad","adm64/5/1","33-34","month",1911,"2","","district","northern territories","","salaga","","from left to right bank","land","horses","","",1,""
"praad","adm64/5/1","33-34","month",1911,"2","","district","northern territories","","salaga","","from left to right bank","land","cattle","","",30,""
"praad","adm64/5/1","33-34","month",1911,"2","","district","northern territories","","salaga","","from left to right bank","land","goats|sheep","","",80,""
"praad","adm64/5/1","33-34","month",1911,"2","","district","northern territories","","salaga","","from left to right bank","land","donkeys","with loads","",1,""
"praad","adm64/5/1","33-34","month",1911,"2","","district","northern territories","","salaga","","from left to right bank","land","other","","",109,"loads"
"praad","adm64/5/1","33-34","month",1911,"2","","district","northern territories","","salaga","","from left to right bank","land","ivory","","",1,"lbs"
"praad","adm64/5/1","33-34","month",1911,"2","","district","northern territories","","salaga","","leaving from nt","water","shea butter","","",178,"loaves"
"praad","adm64/5/1","33-34","month",1911,"2","","district","northern territories","","salaga","","leaving from nt","water","corn","","",10,"loads"
"praad","adm64/5/1","33-34","month",1911,"2","","district","northern territories","","salaga","","leaving from nt","water","goats|sheep","","",8,""
"praad","adm64/5/1","33-34","month",1911,"2","","district","northern territories","","salaga","","leaving from nt","water","poultry","","",17,"loads"
"praad","adm64/5/1","33-34","month",1911,"2","","district","northern territories","","salaga","","leaving from nt","water","personal effects","","",20,"loads"
"praad","adm64/5/1","33-34","month",1911,"2","","district","northern territories","","salaga","","leaving from nt","water","cassava","dried","",3,"bags"
"praad","adm64/5/1","33-34","month",1911,"2","","district","northern territories","","salaga","","leaving from nt","water","wheat","","",32,"bags"
"praad","adm64/5/1","33-34","month",1911,"2","","district","northern territories","","salaga","","leaving from nt","water","groundnuts","","",1,"bags"
"praad","adm64/5/1","33-34","month",1911,"2","","district","northern territories","","salaga","","leaving from nt","water","sundries","","",190,""
"praad","adm64/5/1","33-34","month",1911,"2","","district","northern territories","","salaga","","leaving from nt","water","guns","","",2,""
"praad","adm64/5/1","33-34","month",1911,"2","","district","northern territories","","salaga","","leaving from nt","water","dogs","","",2,""
"praad","adm64/5/1","33-34","month",1911,"2","","district","northern territories","","salaga","","leaving from nt","water","hausa blankets","","",3,"loads"
"praad","adm64/5/1","33-34","month",1911,"2","","district","northern territories","","salaga","","leaving from nt","water","hausa slippers","","",1,"loads"
"praad","adm64/5/1","33-34","month",1911,"2","","district","northern territories","","salaga","","leaving from nt","water","silk cotton","","",1,"bags"
"praad","adm64/5/1","33-34","month",1911,"2","","district","northern territories","","salaga","","leaving from nt","water","hippo skins","","",3,"loads"
"praad","adm64/5/1","33-34","month",1911,"2","","district","northern territories","","salaga","","leaving from nt","water","fish","","",3,"loads"
"praad","adm64/5/1","33-34","month",1911,"2","","district","northern territories","","salaga","","leaving from nt","water","hausa ropes","","",1,"bales"
"praad","adm64/5/1","33-34","month",1911,"2","","district","northern territories","","salaga","","coming into nt","water","salt","landed","",867,"bags"
"praad","adm64/5/1","33-34","month",1911,"2","","district","northern territories","","salaga","","coming into nt","water","bags shipped up river","","",301,"bags"
"praad","adm64/5/1","33-34","month",1911,"2","","district","northern territories","","salaga","","coming into nt","water","bags sold locally","","",566,"bags"
"praad","adm64/5/1","35-36","month",1911,"2","","district","northern territories","","salaga","","coming into nt","water","soap","","european",1,"cases"
"praad","adm64/5/1","35-36","month",1911,"2","","district","northern territories","","salaga","","coming into nt","water","sugar","","european",10,"cases"
"praad","adm64/5/1","35-36","month",1911,"2","","district","northern territories","","salaga","","coming into nt","water","cotton goods","","european",1,"loads"
"praad","adm64/5/1","35-36","month",1911,"2","","district","northern territories","","salaga","","coming into nt","water","kerosene","","european",4,"tins"
"praad","adm64/5/1","35-36","month",1911,"2","","district","northern territories","","salaga","","coming into nt","water","tobacco","","european",2,"bales|parcels"
"praad","adm64/5/1","35-36","month",1911,"2","","district","northern territories","","salaga","","coming into nt","water","personal effects","","european",46,""
"praad","adm64/5/1","35-36","month",1911,"2","","district","northern territories","","salaga","","coming into nt","water","twine","","european",33,"bales|parcels"
"praad","adm64/5/1","35-36","month",1911,"2","","district","northern territories","","salaga","","coming into nt","water","sundries","","european",380,""
"praad","adm64/5/1","35-36","month",1911,"2","","district","northern territories","","salaga","","coming into nt","water","dogs","","european",1,""
"praad","adm64/5/1","35-36","month",1911,"2","","district","northern territories","","salaga","","coming into nt","water","bugle","","european",1,""
"praad","adm64/5/1","35-36","month",1911,"2","","district","northern territories","","salaga","","coming into nt","water","biscuits","","european",1,"cases|tins"
"praad","adm64/5/1","35-36","month",1911,"2","","district","northern territories","","salaga","","coming into nt","water","yarn","","european",4,"bales|loads"
"praad","adm64/5/1","37-38","month",1911,"2","","district","northern territories","","salaga","","import to northern territories","","prints","","",150,"pieces"
"praad","adm64/5/1","37-38","month",1911,"2","","district","northern territories","","salaga","","import to northern territories","","beads","","",23,"packets"
"praad","adm64/5/1","37-38","month",1911,"2","","district","northern territories","","salaga","","import to northern territories","","plates","","",7,"dozens"
"praad","adm64/5/1","37-38","month",1911,"2","","district","northern territories","","salaga","","import to northern territories","","bowls","","",7,"dozens"
"praad","adm64/5/1","37-38","month",1911,"2","","district","northern territories","","salaga","","import to northern territories","","matches","","",33,"packets"
"praad","adm64/5/1","37-38","month",1911,"2","","district","northern territories","","salaga","","import to northern territories","","perfume","","",14,"bottles"
"praad","adm64/5/1","37-38","month",1911,"2","","district","northern territories","","salaga","","import to northern territories","","tobacco","","",38,""
"praad","adm64/5/1","37-38","month",1911,"2","","district","northern territories","","salaga","","import to northern territories","","baft","gray","",2,"pieces"
"praad","adm64/5/1","37-38","month",1911,"2","","district","northern territories","","salaga","","import to northern territories","","yarn","","",9,"bundles"
"praad","adm64/5/1","37-38","month",1911,"2","","district","northern territories","","salaga","","import to northern territories","","yarn","","",2,"packets"
"praad","adm64/5/1","37-38","month",1911,"2","","district","northern territories","","salaga","","import to northern territories","","basins","enamelware","",4,""
"praad","adm64/5/1","37-38","month",1911,"2","","district","northern territories","","salaga","","import to northern territories","","blankets","","",2,""
"praad","adm64/5/1","37-38","month",1911,"2","","district","northern territories","","salaga","","import to northern territories","","handkerchiefs","","",15,""
"praad","adm64/5/1","37-38","month",1911,"2","","district","northern territories","","salaga","","import to northern territories","","blue","","",3,"packets"
"praad","adm64/5/1","37-38","month",1911,"2","","district","northern territories","","salaga","","import to northern territories","","sandals","","",2,"pairs"
"praad","adm64/5/1","37-38","month",1911,"2","","district","northern territories","","salaga","","import to northern territories","","velvet","","",5,"pieces"
"praad","adm64/5/1","37-38","month",1911,"2","","district","northern territories","","salaga","","import to northern territories","","shirting","","",5,"pieces"
"praad","adm64/5/1","37-38","month",1911,"2","","district","northern territories","","salaga","","import to northern territories","","thread","","",5,"packets"
"praad","adm64/5/1","37-38","month",1911,"2","","district","northern territories","","salaga","","import to northern territories","","mirrors","","",17,"dozens"
"praad","adm64/5/1","37-38","month",1911,"2","","district","northern territories","","salaga","","import to northern territories","","gowns","","",3,""
"praad","adm64/5/1","37-38","month",1911,"2","","district","northern territories","","salaga","","import to northern territories","","kerosene","","",1,"gallons"
"praad","adm64/5/1","37-38","month",1911,"2","","district","northern territories","","salaga","","import to northern territories","","kettle","","",1,""
"praad","adm64/5/1","37-38","month",1911,"2","","district","northern territories","","salaga","","import to northern territories","","country cloth","","",2,""
"praad","adm64/5/1","37-38","month",1911,"2","","district","northern territories","","salaga","","import to northern territories","","knives","","",3,"dozens|packets"
"praad","adm64/5/1","37-38","month",1911,"2","","district","northern territories","","salaga","","import to northern territories","","rods","copper","",200,""
"praad","adm64/5/1","37-38","month",1911,"2","","district","northern territories","","salaga","","import to northern territories","","lanterns","","",1,""
"praad","adm64/5/1","37-38","month",1911,"2","","district","northern territories","","salaga","","import to northern territories","","woolen yarn","","",50,"bundles"
