"archive","folder","page","period","year","month","quarter","area","region","province","district","station","direction","transport","good","description","origin","quantity","unit"
"praad","adm56/1/79","","year",1901,"","","region","northern territories","","","","","","horses","","",170,""
"praad","adm56/1/79","","year",1901,"","","region","northern territories","","","","","","cattle","","",4495,""
"praad","adm56/1/79","","year",1901,"","","region","northern territories","","","","","","calves","","",22,""
"praad","adm56/1/79","","year",1901,"","","region","northern territories","","","","","","donkeys","","",3866,""
"praad","adm56/1/79","","year",1901,"","","region","northern territories","","","","","","sheep","","",23683,""
"praad","adm56/1/79","","year",1901,"","","region","northern territories","","","","","","lambs","","",83,""
"praad","adm56/1/79","","year",1901,"","","region","northern territories","","","","","","kola","","",10909,"loads"
"praad","adm56/1/79","","year",1901,"","","region","northern territories","","","","","","salt","","",1176,"loads"
"praad","adm56/1/79","","year",1901,"","","region","northern territories","","","","","","cloth","","",1390,"loads"
"praad","adm56/1/57","","month",1907,"1","","region","northern territories","","","","import to northern territories","","rods","brass|copper","european",100,""
"praad","adm56/1/57","","month",1907,"1","","region","northern territories","","","","import to northern territories","","cloth","","european",259,"pieces"
"praad","adm56/1/57","","month",1907,"1","","region","northern territories","","","","import to northern territories","","yarn","","european",200,""
"praad","adm56/1/57","","month",1907,"1","","region","northern territories","","","","import to northern territories","","basins","","european",36,""
"praad","adm56/1/57","","month",1907,"1","","region","northern territories","","","","import to northern territories","","blankets","","european",1,""
"praad","adm56/1/57","","month",1907,"2","","region","northern territories","","","","import to northern territories","","beads ball","","european",27,""
"praad","adm56/1/57","","month",1907,"2","","region","northern territories","","","","import to northern territories","","rods","brass|copper","european",390,""
"praad","adm56/1/57","","month",1907,"2","","region","northern territories","","","","import to northern territories","","cloth","","european",87,"pieces"
"praad","adm56/1/57","","month",1907,"2","","region","northern territories","","","","import to northern territories","","handkerchiefs","","european",3,"pieces"
"praad","adm56/1/57","","month",1907,"2","","region","northern territories","","","","import to northern territories","","castor oil","","european",6,"bottles"
"praad","adm56/1/57","","month",1907,"2","","region","northern territories","","","","import to northern territories","","scents","","european",12,"bottles"
"praad","adm56/1/57","","month",1907,"2","","region","northern territories","","","","import to northern territories","","soap","","european",180,""
"praad","adm56/1/57","","month",1907,"2","","region","northern territories","","","","import to northern territories","","pomade","","european",12,"bottles"
"praad","adm56/1/57","","month",1907,"2","","region","northern territories","","","","import to northern territories","","hair oil","","european",6,""
"praad","adm56/1/57","","month",1907,"2","","region","northern territories","","","","import to northern territories","","blankets","","european",101,""
"praad","adm56/1/57","","month",1907,"3","","region","northern territories","","","","import to northern territories","","beads ball","","european",1,""
"praad","adm56/1/57","","month",1907,"3","","region","northern territories","","","","import to northern territories","","cloth","","european",42,"pieces"
"praad","adm56/1/57","","month",1907,"3","","region","northern territories","","","","import to northern territories","","yarn","","european",10,""
"praad","adm56/1/57","","month",1907,"3","","region","northern territories","","","","import to northern territories","","thread sewing reels","","european",10,""
"praad","adm56/1/57","","month",1907,"3","","region","northern territories","","","","import to northern territories","","mirrors","","european",144,""
"praad","adm56/1/57","","month",1907,"3","","region","northern territories","","","","import to northern territories","","basins","","european",120,""
"praad","adm56/1/57","","month",1907,"3","","region","northern territories","","","","import to northern territories","","knives","","european",24,""
"praad","adm56/1/57","","month",1907,"3","","region","northern territories","","","","import to northern territories","","scents","","european",15,"bottles"
"praad","adm56/1/57","","month",1907,"3","","region","northern territories","","","","import to northern territories","","pomade","","european",43,"bottles"
"praad","adm56/1/57","","month",1907,"3","","region","northern territories","","","","import to northern territories","","soap","","european",3,""
"praad","adm56/1/57","","month",1907,"3","","region","northern territories","","","","import to northern territories","","sugar","","european",4,""
"praad","adm56/1/57","","month",1907,"3","","region","northern territories","","","","import to northern territories","","wool knitting","","european",3,""
"praad","adm56/1/57","","month",1907,"3","","region","northern territories","","","","import to northern territories","","pipes","","european",24,""
"praad","adm56/1/57","","month",1907,"3","","region","northern territories","","","","import to northern territories","","jewellery","","european",24,""
"praad","adm56/1/57","","month",1907,"4","","region","northern territories","","","","import to northern territories","","blue indigo","","european",1,""
"praad","adm56/1/57","","month",1907,"4","","region","northern territories","","","","import to northern territories","","cloth","","european",19,"pieces"
"praad","adm56/1/57","","month",1907,"4","","region","northern territories","","","","import to northern territories","","yarn","","european",105,""
"praad","adm56/1/57","","month",1907,"4","","region","northern territories","","","","import to northern territories","","handkerchiefs","","european",23,"pieces"
"praad","adm56/1/57","","month",1907,"4","","region","northern territories","","","","import to northern territories","","thread sewing reels","","european",56,""
"praad","adm56/1/57","","month",1907,"4","","region","northern territories","","","","import to northern territories","","mirrors","","european",216,""
"praad","adm56/1/57","","month",1907,"4","","region","northern territories","","","","import to northern territories","","tin pans","","european",80,""
"praad","adm56/1/57","","month",1907,"4","","region","northern territories","","","","import to northern territories","","pomade","","european",24,"bottles"
"praad","adm56/1/57","","month",1907,"4","","region","northern territories","","","","import to northern territories","","sugar","","european",56,""
"praad","adm56/1/57","","month",1907,"4","","region","northern territories","","","","import to northern territories","","pipes","","european",48,""
"praad","adm56/1/57","","month",1907,"4","","region","northern territories","","","","import to northern territories","","matches","","european",23,""
"praad","adm56/1/57","","month",1907,"4","","region","northern territories","","","","import to northern territories","","tobacco","","european",3,""
"praad","adm56/1/57","","month",1907,"5","","region","northern territories","","","","import to northern territories","","rods","brass|copper","european",50,""
"praad","adm56/1/57","","month",1907,"5","","region","northern territories","","","","import to northern territories","","cloth","","european",18,"pieces"
"praad","adm56/1/57","","month",1907,"6","","region","northern territories","","","","import to northern territories","","rods","brass|copper","european",100,""
"praad","adm56/1/57","","month",1907,"6","","region","northern territories","","","","import to northern territories","","cloth","","european",10,"pieces"
"praad","adm56/1/57","","month",1907,"6","","region","northern territories","","","","import to northern territories","","handkerchiefs","","european",6,"pieces"
"praad","adm56/1/57","","month",1907,"6","","region","northern territories","","","","import to northern territories","","mirrors","","european",36,""
"praad","adm56/1/57","","month",1907,"6","","region","northern territories","","","","import to northern territories","","basins","","european",6,""
"praad","adm56/1/57","","month",1907,"6","","region","northern territories","","","","import to northern territories","","ladels","","european",2,""
"praad","adm56/1/57","","month",1907,"6","","region","northern territories","","","","import to northern territories","","pomade","","european",150,"bottles"
"praad","adm56/1/57","","month",1907,"6","","region","northern territories","","","","import to northern territories","","cloves","","european",2,""
"praad","adm56/1/57","","month",1907,"6","","region","northern territories","","","","import to northern territories","","sugar","","european",1,""
"praad","adm56/1/57","","month",1907,"6","","region","northern territories","","","","import to northern territories","","wool knitting","","european",1,""
"praad","adm56/1/57","","month",1907,"6","","region","northern territories","","","","import to northern territories","","pipes","","european",130,""
"praad","adm56/1/57","","month",1907,"6","","region","northern territories","","","","import to northern territories","","matches","","european",11,""
"praad","adm56/1/57","","month",1907,"7","","region","northern territories","","","","import to northern territories","","cloth","","european",1,"pieces"
"praad","adm56/1/57","","month",1907,"7","","region","northern territories","","","","import to northern territories","","mirrors","","european",22,""
"praad","adm56/1/57","","month",1907,"7","","region","northern territories","","","","import to northern territories","","basins","","european",48,""
"praad","adm56/1/57","","month",1907,"7","","region","northern territories","","","","import to northern territories","","pomade","","european",50,"bottles"
"praad","adm56/1/57","","month",1907,"7","","region","northern territories","","","","import to northern territories","","sugar","","european",25,""
"praad","adm56/1/57","","month",1907,"7","","region","northern territories","","","","import to northern territories","","matches","","european",18,""
"praad","adm56/1/57","","month",1907,"8","","region","northern territories","","","","import to northern territories","","beads ball","","european",15,""
"praad","adm56/1/57","","month",1907,"8","","region","northern territories","","","","import to northern territories","","blue indigo","","european",1,""
"praad","adm56/1/57","","month",1907,"8","","region","northern territories","","","","import to northern territories","","handkerchiefs","","european",5,"pieces"
"praad","adm56/1/57","","month",1907,"8","","region","northern territories","","","","import to northern territories","","mirrors","","european",108,""
"praad","adm56/1/57","","month",1907,"8","","region","northern territories","","","","import to northern territories","","cloves","","european",1,""
"praad","adm56/1/57","","month",1907,"8","","region","northern territories","","","","import to northern territories","","wool knitting","","european",10,""
"praad","adm56/1/57","","month",1907,"8","","region","northern territories","","","","import to northern territories","","matches","","european",69,""
"praad","adm56/1/57","","month",1907,"8","","region","northern territories","","","","import to northern territories","","tobacco","","european",6,""
"praad","adm56/1/57","","month",1907,"9","","region","northern territories","","","","import to northern territories","","beads ball","","european",4,""
"praad","adm56/1/57","","month",1907,"9","","region","northern territories","","","","import to northern territories","","blue indigo","","european",1,""
"praad","adm56/1/57","","month",1907,"9","","region","northern territories","","","","import to northern territories","","rods","brass|copper","european",200,""
"praad","adm56/1/57","","month",1907,"9","","region","northern territories","","","","import to northern territories","","cloth","","european",30,"pieces"
"praad","adm56/1/57","","month",1907,"9","","region","northern territories","","","","import to northern territories","","yarn","","european",2,""
"praad","adm56/1/57","","month",1907,"9","","region","northern territories","","","","import to northern territories","","handkerchiefs","","european",23,"pieces"
"praad","adm56/1/57","","month",1907,"9","","region","northern territories","","","","import to northern territories","","basins","","european",60,""
"praad","adm56/1/57","","month",1907,"9","","region","northern territories","","","","import to northern territories","","pomade","","european",12,"bottles"
"praad","adm56/1/57","","month",1907,"9","","region","northern territories","","","","import to northern territories","","satin","","european",5,"pieces"
"praad","adm56/1/57","","month",1907,"9","","region","northern territories","","","","import to northern territories","","sugar","","european",2,""
"praad","adm56/1/57","","month",1907,"9","","region","northern territories","","","","import to northern territories","","wool knitting","","european",2,""
"praad","adm56/1/57","","month",1907,"9","","region","northern territories","","","","import to northern territories","","matches","","european",306,""
"praad","adm56/1/57","","month",1907,"10","","region","northern territories","","","","import to northern territories","","beads ball","","european",34,""
"praad","adm56/1/57","","month",1907,"10","","region","northern territories","","","","import to northern territories","","blue indigo","","european",1,""
"praad","adm56/1/57","","month",1907,"10","","region","northern territories","","","","import to northern territories","","cloth","","european",50,"pieces"
"praad","adm56/1/57","","month",1907,"10","","region","northern territories","","","","import to northern territories","","handkerchiefs","","european",79,"pieces"
"praad","adm56/1/57","","month",1907,"10","","region","northern territories","","","","import to northern territories","","thread sewing reels","","european",2,""
"praad","adm56/1/57","","month",1907,"10","","region","northern territories","","","","import to northern territories","","towels","","european",36,""
"praad","adm56/1/57","","month",1907,"10","","region","northern territories","","","","import to northern territories","","knives","","european",2,""
"praad","adm56/1/57","","month",1907,"10","","region","northern territories","","","","import to northern territories","","ladels","","european",23,""
"praad","adm56/1/57","","month",1907,"10","","region","northern territories","","","","import to northern territories","","spoons","","european",72,""
"praad","adm56/1/57","","month",1907,"10","","region","northern territories","","","","import to northern territories","","soap","","european",2,""
"praad","adm56/1/57","","month",1907,"10","","region","northern territories","","","","import to northern territories","","velvet","","european",1,""
"praad","adm56/1/57","","month",1907,"10","","region","northern territories","","","","import to northern territories","","satin","","european",14,"pieces"
"praad","adm56/1/57","","month",1907,"10","","region","northern territories","","","","import to northern territories","","pipes","","european",6,""
"praad","adm56/1/57","","month",1907,"10","","region","northern territories","","","","import to northern territories","","jewellery","","european",48,""
"praad","adm56/1/57","","month",1907,"10","","region","northern territories","","","","import to northern territories","","matches","","european",10,""
"praad","adm56/1/57","","month",1907,"10","","region","northern territories","","","","import to northern territories","","toys","","european",12,""
"praad","adm56/1/57","","month",1907,"10","","region","northern territories","","","","import to northern territories","","tobacco","","european",4,""
"praad","adm56/1/57","","month",1907,"10","","region","northern territories","","","","import to northern territories","","salt","","european",56,""
"praad","adm56/1/57","","month",1907,"11","","region","northern territories","","","","import to northern territories","","beads ball","","european",3,""
"praad","adm56/1/57","","month",1907,"11","","region","northern territories","","","","import to northern territories","","yarn","","european",1,""
"praad","adm56/1/57","","month",1907,"11","","region","northern territories","","","","import to northern territories","","handkerchiefs","","european",11,"pieces"
"praad","adm56/1/57","","month",1907,"11","","region","northern territories","","","","import to northern territories","","mirrors","","european",12,""
"praad","adm56/1/57","","month",1907,"11","","region","northern territories","","","","import to northern territories","","scents","","european",11,"bottles"
"praad","adm56/1/57","","month",1907,"11","","region","northern territories","","","","import to northern territories","","soap","","european",61,""
"praad","adm56/1/57","","month",1907,"11","","region","northern territories","","","","import to northern territories","","pomade","","european",25,"bottles"
"praad","adm56/1/57","","month",1907,"11","","region","northern territories","","","","import to northern territories","","satin","","european",2,"pieces"
"praad","adm56/1/57","","month",1907,"11","","region","northern territories","","","","import to northern territories","","sugar","","european",28,""
"praad","adm56/1/57","","month",1907,"11","","region","northern territories","","","","import to northern territories","","pipes","","european",60,""
"praad","adm56/1/57","","month",1907,"11","","region","northern territories","","","","import to northern territories","","jewellery","","european",1,""
"praad","adm56/1/57","","month",1907,"11","","region","northern territories","","","","import to northern territories","","matches","","european",35,""
"praad","adm56/1/57","","month",1907,"11","","region","northern territories","","","","import to northern territories","","combs","","european",10,""
"praad","adm56/1/57","","month",1907,"12","","region","northern territories","","","","import to northern territories","","beads ball","","european",37,""
"praad","adm56/1/57","","month",1907,"12","","region","northern territories","","","","import to northern territories","","blue indigo","","european",1,""
"praad","adm56/1/57","","month",1907,"12","","region","northern territories","","","","import to northern territories","","cloth","","european",16,"pieces"
"praad","adm56/1/57","","month",1907,"12","","region","northern territories","","","","import to northern territories","","yarn","","european",11,""
"praad","adm56/1/57","","month",1907,"12","","region","northern territories","","","","import to northern territories","","handkerchiefs","","european",16,"pieces"
"praad","adm56/1/57","","month",1907,"12","","region","northern territories","","","","import to northern territories","","thread sewing reels","","european",21,""
"praad","adm56/1/57","","month",1907,"12","","region","northern territories","","","","import to northern territories","","mirrors","","european",72,""
"praad","adm56/1/57","","month",1907,"12","","region","northern territories","","","","import to northern territories","","pad locks","","european",11,""
"praad","adm56/1/57","","month",1907,"12","","region","northern territories","","","","import to northern territories","","basins","","european",135,""
"praad","adm56/1/57","","month",1907,"12","","region","northern territories","","","","import to northern territories","","pomade","","european",12,"bottles"
"praad","adm56/1/57","","month",1907,"12","","region","northern territories","","","","import to northern territories","","satin","","european",12,"pieces"
"praad","adm56/1/57","","month",1907,"12","","region","northern territories","","","","import to northern territories","","sugar","","european",10,""
"praad","adm56/1/57","","month",1907,"12","","region","northern territories","","","","import to northern territories","","umbrellas","","european",2,""
"praad","adm56/1/57","","month",1907,"12","","region","northern territories","","","","import to northern territories","","wool knitting","","european",73,""
"praad","adm56/1/57","","month",1907,"12","","region","northern territories","","","","import to northern territories","","pipes","","european",7,""
"praad","adm56/1/57","","month",1907,"12","","region","northern territories","","","","import to northern territories","","jewellery","","european",30,""
"praad","adm56/1/57","","month",1907,"12","","region","northern territories","","","","import to northern territories","","matches","","european",6,""
"praad","adm56/1/79","","year",1907,"","","region","northern territories","","","","","","horses","","",422,""
"praad","adm56/1/79","","year",1907,"","","region","northern territories","","","","","","cattle","","",20471,""
"praad","adm56/1/79","","year",1907,"","","region","northern territories","","","","","","calves","","",30,""
"praad","adm56/1/79","","year",1907,"","","region","northern territories","","","","","","donkeys","","",6761,""
"praad","adm56/1/79","","year",1907,"","","region","northern territories","","","","","","sheep","","",83822,""
"praad","adm56/1/79","","year",1907,"","","region","northern territories","","","","","","lambs","","",239,""
"praad","adm56/1/79","","year",1907,"","","region","northern territories","","","","","","kola","","",21954,"loads"
"praad","adm56/1/79","","year",1907,"","","region","northern territories","","","","","","salt","","",2705,"loads"
"praad","adm56/1/79","","year",1907,"","","region","northern territories","","","","","","cloth","","",5003,"loads"
"praad","adm56/1/79","","year",1907,"","","region","northern territories","","","","","","hoes","","",57,"loads"
"praad","adm56/1/79","","year",1907,"","","region","northern territories","","","","","","kola","","",4589,"donkey loads"
"praad","adm64/5/1","19-20","month",1908,"8","","district","northern territories","","salaga","","from right to left bank","","kola","","",731,"loads"
"praad","adm64/5/1","19-20","month",1908,"8","","district","northern territories","","salaga","","from right to left bank","","salt","","",929,"bags"
"praad","adm64/5/1","19-20","month",1908,"8","","district","northern territories","","salaga","","from left to right bank","","cattle","","",252,""
"praad","adm64/5/1","19-20","month",1908,"8","","district","northern territories","","salaga","","from left to right bank","","goats|sheep","","",327,""
"praad","adm64/5/1","19-20","month",1908,"8","","district","northern territories","","salaga","","from left to right bank","","mats","","",3,""
"praad","adm64/5/1","19-20","month",1908,"8","","district","northern territories","","salaga","","from left to right bank","","native soap","","",2,""
"praad","adm64/5/1","19-20","month",1908,"8","","district","northern territories","","salaga","","from left to right bank","","skins","","",12,"loads"
"praad","adm64/5/1","19-20","month",1908,"8","","district","northern territories","","salaga","","from left to right bank","","fowls","","",30,""
"praad","adm64/5/1","19-20","month",1908,"8","","district","northern territories","","salaga","","from left to right bank","","shea butter","","",49,""
"praad","adm64/5/1","19-20","month",1908,"8","","district","northern territories","","salaga","","from left to right bank","","onions","","",1,""
"praad","adm64/5/1","19-20","month",1908,"8","","district","northern territories","","salaga","","from right to left bank","land","personal effects","","",629,""
"praad","adm64/5/1","19-20","month",1908,"8","","district","northern territories","","salaga","","from left to right bank","land","personal effects","","",1139,""
"praad","adm64/5/1","19-20","month",1908,"9","","district","northern territories","","salaga","","from right to left bank","","kola","","",177,"loads"
"praad","adm64/5/1","19-20","month",1908,"9","","district","northern territories","","salaga","","from right to left bank","","salt","","",445,"bags"
"praad","adm64/5/1","19-20","month",1908,"9","","district","northern territories","","salaga","","from left to right bank","","cattle","","",526,""
"praad","adm64/5/1","19-20","month",1908,"9","","district","northern territories","","salaga","","from left to right bank","","goats|sheep","","",145,""
"praad","adm64/5/1","19-20","month",1908,"9","","district","northern territories","","salaga","","from left to right bank","","mats","","",41,""
"praad","adm64/5/1","19-20","month",1908,"9","","district","northern territories","","salaga","","from left to right bank","","native soap","","",21,""
"praad","adm64/5/1","19-20","month",1908,"9","","district","northern territories","","salaga","","from left to right bank","","fish","","",1,"loads"
"praad","adm64/5/1","19-20","month",1908,"9","","district","northern territories","","salaga","","from left to right bank","","skins","","",15,"loads"
"praad","adm64/5/1","19-20","month",1908,"9","","district","northern territories","","salaga","","from left to right bank","","fowls","","",34,""
"praad","adm64/5/1","19-20","month",1908,"9","","district","northern territories","","salaga","","from left to right bank","","shea butter","","",73,""
"praad","adm64/5/1","19-20","month",1908,"9","","district","northern territories","","salaga","","from right to left bank","land","personal effects","","",759,""
"praad","adm64/5/1","19-20","month",1908,"9","","district","northern territories","","salaga","","from left to right bank","land","personal effects","","",682,""
"praad","adm64/5/1","19-20","month",1908,"10","","district","northern territories","","salaga","","from right to left bank","","kola","","",551,"loads"
"praad","adm64/5/1","19-20","month",1908,"10","","district","northern territories","","salaga","","from right to left bank","","salt","","",106,"bags"
"praad","adm64/5/1","19-20","month",1908,"10","","district","northern territories","","salaga","","from left to right bank","","cattle","","",490,""
"praad","adm64/5/1","19-20","month",1908,"10","","district","northern territories","","salaga","","from left to right bank","","goats|sheep","","",292,""
"praad","adm64/5/1","19-20","month",1908,"10","","district","northern territories","","salaga","","from left to right bank","","mats","","",50,""
"praad","adm64/5/1","19-20","month",1908,"10","","district","northern territories","","salaga","","from left to right bank","","native soap","","",57,""
"praad","adm64/5/1","19-20","month",1908,"10","","district","northern territories","","salaga","","from left to right bank","","skins","","",19,"loads"
"praad","adm64/5/1","19-20","month",1908,"10","","district","northern territories","","salaga","","from left to right bank","","fowls","","",73,""
"praad","adm64/5/1","19-20","month",1908,"10","","district","northern territories","","salaga","","from left to right bank","","shea butter","","",162,""
"praad","adm64/5/1","19-20","month",1908,"10","","district","northern territories","","salaga","","from right to left bank","land","personal effects","","",591,""
"praad","adm64/5/1","19-20","month",1908,"10","","district","northern territories","","salaga","","from left to right bank","land","personal effects","","",755,""
"praad","adm64/5/1","19-20","month",1908,"11","","district","northern territories","","salaga","","from right to left bank","","kola","","",1116,"loads"
"praad","adm64/5/1","19-20","month",1908,"11","","district","northern territories","","salaga","","from right to left bank","","salt","","",176,"bags"
"praad","adm64/5/1","19-20","month",1908,"11","","district","northern territories","","salaga","","from right to left bank","","donkeys","","",3,""
"praad","adm64/5/1","19-20","month",1908,"11","","district","northern territories","","salaga","","from left to right bank","","cattle","","",960,""
"praad","adm64/5/1","19-20","month",1908,"11","","district","northern territories","","salaga","","from left to right bank","","goats|sheep","","",1450,""
"praad","adm64/5/1","19-20","month",1908,"11","","district","northern territories","","salaga","","from left to right bank","","horses","","",32,""
"praad","adm64/5/1","19-20","month",1908,"11","","district","northern territories","","salaga","","from left to right bank","","donkeys","","",49,""
"praad","adm64/5/1","19-20","month",1908,"11","","district","northern territories","","salaga","","from left to right bank","","mats","","",72,""
"praad","adm64/5/1","19-20","month",1908,"11","","district","northern territories","","salaga","","from left to right bank","","native soap","","",66,""
"praad","adm64/5/1","19-20","month",1908,"11","","district","northern territories","","salaga","","from left to right bank","","skins","","",19,"loads"
"praad","adm64/5/1","19-20","month",1908,"11","","district","northern territories","","salaga","","from left to right bank","","fowls","","",246,""
"praad","adm64/5/1","19-20","month",1908,"11","","district","northern territories","","salaga","","from left to right bank","","shea butter","","",621,""
"praad","adm64/5/1","19-20","month",1908,"11","","district","northern territories","","salaga","","from right to left bank","land","personal effects","","",319,""
"praad","adm64/5/1","19-20","month",1908,"11","","district","northern territories","","salaga","","from left to right bank","land","personal effects","","",1009,""
"praad","adm64/5/1","19-20","month",1908,"12","","district","northern territories","","salaga","","from right to left bank","","kola","","",2290,"loads"
"praad","adm64/5/1","19-20","month",1908,"12","","district","northern territories","","salaga","","from right to left bank","","salt","","",397,"bags"
"praad","adm64/5/1","19-20","month",1908,"12","","district","northern territories","","salaga","","from right to left bank","","donkeys","","",329,""
"praad","adm64/5/1","19-20","month",1908,"12","","district","northern territories","","salaga","","from right to left bank","","horses","","",7,""
"praad","adm64/5/1","19-20","month",1908,"12","","district","northern territories","","salaga","","from left to right bank","","cattle","","",1137,""
"praad","adm64/5/1","19-20","month",1908,"12","","district","northern territories","","salaga","","from left to right bank","","goats|sheep","","",2773,""
"praad","adm64/5/1","19-20","month",1908,"12","","district","northern territories","","salaga","","from left to right bank","","horses","","",53,""
"praad","adm64/5/1","19-20","month",1908,"12","","district","northern territories","","salaga","","from left to right bank","","donkeys","","",708,""
"praad","adm64/5/1","19-20","month",1908,"12","","district","northern territories","","salaga","","from left to right bank","","mats","","",93,""
"praad","adm64/5/1","19-20","month",1908,"12","","district","northern territories","","salaga","","from left to right bank","","native soap","","",34,""
"praad","adm64/5/1","19-20","month",1908,"12","","district","northern territories","","salaga","","from left to right bank","","skins","","",22,"loads"
"praad","adm64/5/1","19-20","month",1908,"12","","district","northern territories","","salaga","","from left to right bank","","fowls","","",665,""
"praad","adm64/5/1","19-20","month",1908,"12","","district","northern territories","","salaga","","from left to right bank","","shea butter","","",746,""
"praad","adm64/5/1","19-20","month",1908,"12","","district","northern territories","","salaga","","from right to left bank","land","personal effects","","",549,""
"praad","adm64/5/1","19-20","month",1908,"12","","district","northern territories","","salaga","","from left to right bank","land","personal effects","","",2068,""
"praad","adm64/5/1","21-22","month",1909,"1","","district","northern territories","","salaga","","from right to left bank","land","kola","","",2851,"loads"
"praad","adm64/5/1","21-22","month",1909,"1","","district","northern territories","","salaga","","from right to left bank","land","salt","","",432,"bags"
"praad","adm64/5/1","21-22","month",1909,"1","","district","northern territories","","salaga","","from right to left bank","land","donkeys","with loads","",466,""
"praad","adm64/5/1","21-22","month",1909,"1","","district","northern territories","","salaga","","from right to left bank","land","horses","","",27,""
"praad","adm64/5/1","21-22","month",1909,"1","","district","northern territories","","salaga","","from left to right bank","land","cattle","","",519,""
"praad","adm64/5/1","21-22","month",1909,"1","","district","northern territories","","salaga","","from left to right bank","land","goats|sheep","","",1580,""
"praad","adm64/5/1","21-22","month",1909,"1","","district","northern territories","","salaga","","from left to right bank","land","horses","","",24,""
"praad","adm64/5/1","21-22","month",1909,"1","","district","northern territories","","salaga","","from left to right bank","land","donkeys","with loads","",450,""
"praad","adm64/5/1","21-22","month",1909,"1","","district","northern territories","","salaga","","from left to right bank","land","mats","","",56,"loads"
"praad","adm64/5/1","21-22","month",1909,"1","","district","northern territories","","salaga","","from left to right bank","land","native soap","","",9,"loads"
"praad","adm64/5/1","21-22","month",1909,"1","","district","northern territories","","salaga","","from left to right bank","land","skins","","",26,"loads"
"praad","adm64/5/1","21-22","month",1909,"1","","district","northern territories","","salaga","","from left to right bank","land","fowls","","",102,""
"praad","adm64/5/1","21-22","month",1909,"1","","district","northern territories","","salaga","","from left to right bank","land","shea butter","","",94,""
"praad","adm64/5/1","21-22","month",1909,"1","","district","northern territories","","salaga","","leaving from nt","water","shea butter","","",154,"loaves"
"praad","adm64/5/1","21-22","month",1909,"1","","district","northern territories","","salaga","","leaving from nt","water","native beans","","",38,"50 lb loads"
"praad","adm64/5/1","21-22","month",1909,"1","","district","northern territories","","salaga","","leaving from nt","water","mats","","",6,""
"praad","adm64/5/1","21-22","month",1909,"1","","district","northern territories","","salaga","","leaving from nt","water","goats|sheep","","",17,""
"praad","adm64/5/1","21-22","month",1909,"1","","district","northern territories","","salaga","","leaving from nt","water","fowls","","",82,""
"praad","adm64/5/1","21-22","month",1909,"1","","district","northern territories","","salaga","","leaving from nt","water","corn|wheat","","",16,"50 lb loads"
"praad","adm64/5/1","21-22","month",1909,"1","","district","northern territories","","salaga","","coming into nt","water","salt","","",1819,"bags"
"praad","adm64/5/1","23-24","month",1909,"1","","district","northern territories","","salaga","","coming into nt","water","soap","","european",2,"cases"
"praad","adm64/5/1","23-24","month",1909,"1","","district","northern territories","","salaga","","coming into nt","water","drinkables","","european",3,"cases"
"praad","adm64/5/1","23-24","month",1909,"1","","district","northern territories","","salaga","","coming into nt","water","sugar","","european",1,"cases"
"praad","adm64/5/1","23-24","month",1909,"1","","district","northern territories","","salaga","","coming into nt","water","twine bundles","","european",1,"loads"
"praad","adm64/5/1","21-22","month",1909,"1","","district","northern territories","","salaga","","from right to left bank","land","personal effects","","",512,""
"praad","adm64/5/1","21-22","month",1909,"1","","district","northern territories","","salaga","","from left to right bank","land","personal effects","","",1582,""
"praad","adm64/5/1","21-22","month",1909,"1","","district","northern territories","","salaga","","coming into nt","water","bags shipped up river","","",822,"bags"
"praad","adm64/5/1","21-22","month",1909,"1","","district","northern territories","","salaga","","coming into nt","water","bags sold locally","","",970,"bags"
"praad","adm64/5/1","21-22","month",1909,"1","","district","northern territories","","salaga","","coming into nt","water","bags used in refilling","","",27,"bags"
"praad","adm64/5/1","23-24","month",1909,"1","","district","northern territories","","salaga","","coming into nt","water","provisions","","european",104,"cases"
"praad","adm64/5/1","21-22","month",1909,"2","","district","northern territories","","salaga","","from right to left bank","land","kola","","",2573,"loads"
"praad","adm64/5/1","21-22","month",1909,"2","","district","northern territories","","salaga","","from right to left bank","land","salt","","",700,"bags"
"praad","adm64/5/1","21-22","month",1909,"2","","district","northern territories","","salaga","","from right to left bank","land","donkeys","with loads","",244,""
"praad","adm64/5/1","21-22","month",1909,"2","","district","northern territories","","salaga","","from right to left bank","land","horses","","",1,""
"praad","adm64/5/1","21-22","month",1909,"2","","district","northern territories","","salaga","","from left to right bank","land","cattle","","",51,""
"praad","adm64/5/1","21-22","month",1909,"2","","district","northern territories","","salaga","","from left to right bank","land","goats|sheep","","",764,""
"praad","adm64/5/1","21-22","month",1909,"2","","district","northern territories","","salaga","","from left to right bank","land","horses","","",1,""
"praad","adm64/5/1","21-22","month",1909,"2","","district","northern territories","","salaga","","from left to right bank","land","donkeys","with loads","",251,""
"praad","adm64/5/1","21-22","month",1909,"2","","district","northern territories","","salaga","","from left to right bank","land","mats","","",34,"loads"
"praad","adm64/5/1","21-22","month",1909,"2","","district","northern territories","","salaga","","from left to right bank","land","native soap","","",15,"loads"
"praad","adm64/5/1","21-22","month",1909,"2","","district","northern territories","","salaga","","from left to right bank","land","skins","","",40,"loads"
"praad","adm64/5/1","21-22","month",1909,"2","","district","northern territories","","salaga","","from left to right bank","land","fowls","","",20,""
"praad","adm64/5/1","21-22","month",1909,"2","","district","northern territories","","salaga","","from left to right bank","land","shea butter","","",118,""
